Branch,Code,EmployerSlug,ListingTitle,CompanyName,Location,Url,FitScore,Directness,PlatformTags,RequiresClearance,ClearanceNote,SnapshotDate,EvidenceNote,SourceKind,SourceUrl,SourceRetrievedOn
navy,STS,office-of-naval-intelligence,Intelligence Specialist / SWORD Acoustic Analyst,Office of Naval Intelligence,"Suitland, MD",https://www.oni.navy.mil/careers/current-openings/fileid/103597/,97,direct,ACINT;SWORD;LOFARgram;submarine acoustics;ASW,True,Federal intelligence roles commonly require eligibility for a security clearance; verify per USAJobs announcement,2026-08-31,"Submarine sonar and acoustic-analysis experience maps directly to raw ACINT, LOFARgram, acoustic-signature, and ASW analysis work.",current_posting_snapshot,https://www.oni.navy.mil/careers/current-openings/fileid/103597/,2026-08-31
navy,STG,leidos,STAPLE Toolkit (STK) Subject Matter Expert,Leidos,"Bethesda, MD",https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,94,direct,STAPLE Toolkit;ASW;ACINT;undersea warfare;sonar tactical decision aids,True,Clearance requirements should be verified from the active requisition,2026-08-31,"Pasted listing evidence says the Leidos role wants naval operational/acoustic expertise and applies ASW knowledge and ACINT experience to sonar tactical-decision aids.",current_posting_snapshot,https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,2026-08-31
navy,STS,leidos,STAPLE Toolkit (STK) Subject Matter Expert,Leidos,"Bethesda, MD",https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,95,direct,STAPLE Toolkit;ASW;ACINT;submarine acoustics;undersea warfare,True,Clearance requirements should be verified from the active requisition,2026-08-31,"Submarine sonar and acoustic-analysis experience is a strong fit for Leidos STAPLE Toolkit ASW and ACINT support.",current_posting_snapshot,https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,2026-08-31
navy,T42A,leidos,STAPLE Toolkit (STK) Subject Matter Expert,Leidos,"Bethesda, MD",https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,98,direct,STAPLE Toolkit;ASW;ACINT;sonar SME;undersea warfare,True,Clearance requirements should be verified from the active requisition,2026-08-31,"T42A advanced acoustic-analysis and sonar SME experience maps directly to STAPLE Toolkit undersea-warfare and ACINT support.",current_posting_snapshot,https://jobs.hireheroesusa.org/jobs/525062085-staple-toolkit-stk-subject-matter-expert-at-leidos,2026-08-31
navy,STG,marine-acoustics,"Experienced U.S. Navy Sonar Technician - Acoustic Analysis",Marine Acoustics Inc.,"Middletown, RI",https://www.linkedin.com/in/jacqueline-workman-0246abb4,94,direct,STS;STG;ACINT;IUSS;SOSUS;underwater acoustics;AI/ML,True,Clearance requirements should be verified from the active posting,2026-08-31,"Pasted LinkedIn recruiting evidence explicitly names U.S. Navy Sonar Technician Submarines and Surface, STS/STG, for acoustic analysis supporting AI/ML and undersea enterprise work.",current_posting_snapshot,https://www.linkedin.com/in/jacqueline-workman-0246abb4,2026-08-31
navy,STS,marine-acoustics,"Experienced U.S. Navy Sonar Technician - Acoustic Analysis",Marine Acoustics Inc.,"Middletown, RI",https://www.linkedin.com/in/jacqueline-workman-0246abb4,96,direct,STS;STG;ACINT;IUSS;SOSUS;underwater acoustics;AI/ML,True,Clearance requirements should be verified from the active posting,2026-08-31,"Pasted LinkedIn recruiting evidence explicitly names U.S. Navy Sonar Technician Submarines and Surface, STS/STG, for acoustic analysis supporting AI/ML and undersea enterprise work.",current_posting_snapshot,https://www.linkedin.com/in/jacqueline-workman-0246abb4,2026-08-31
navy,T42A,marine-acoustics,"Experienced U.S. Navy Sonar Technician - Acoustic Analysis",Marine Acoustics Inc.,"Middletown, RI",https://www.linkedin.com/in/jacqueline-workman-0246abb4,96,direct,ACINT;IUSS;SOSUS;underwater acoustics;AI/ML;acoustic analysis,True,Clearance requirements should be verified from the active posting,2026-08-31,"Advanced sonar and ACINT evidence is a direct fit for acoustic-analysis recruiting tied to IUSS, SOSUS, underwater acoustics, and undersea AI/ML work.",current_posting_snapshot,https://www.linkedin.com/in/jacqueline-workman-0246abb4,2026-08-31
navy,STS,arcfield,US Navy Submarine Fire Control or SONAR Technician (FT/STS) Test Engineer,Arcfield,"Newport, RI",https://careers.arcfield.com/careers-home/jobs/8515?lang=en-us,97,direct,FT;STS;SWFTS;AN/BYG-1;submarine combat systems;test engineering,True,Active Secret security clearance cited in visible job snapshots,2026-08-31,"Arcfield's Newport RI opening explicitly recruits U.S. Navy submarine Fire Control or SONAR Technician FT/STS experience for submarine combat-system test engineering.",current_posting_snapshot,https://careers.arcfield.com/careers-home/jobs/8515?lang=en-us,2026-08-31
navy,T42A,arcfield,US Navy Submarine Fire Control or SONAR Technician (FT/STS) Test Engineer,Arcfield,"Newport, RI",https://careers.arcfield.com/careers-home/jobs/8515?lang=en-us,94,direct,FT;STS;SWFTS;AN/BYG-1;submarine combat systems;test engineering,True,Active Secret security clearance cited in visible job snapshots,2026-08-31,"Master Sonar Technician submarine systems and test context is a strong fit for Arcfield's FT/STS submarine combat-system test-engineering evidence.",current_posting_snapshot,https://careers.arcfield.com/careers-home/jobs/8515?lang=en-us,2026-08-31
navy,MT,bae-systems,Strategic Weapon System Test Engineer,BAE Systems,"Rockville, MD",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25771&siteid=5403&jobid=303317,98,direct,strategic weapons;SWS;SSP;test,True,Navy Strategic Systems Programs work; clearance expected.,2026-09-01,"BAE Systems SWS Test Engineer role in Rockville, MD supports Navy Strategic Systems Programs — a near-direct MT/SWS transition already present in our defense_job_listings table.",current_posting_snapshot,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=25771&siteid=5403&jobid=303317,2026-09-01
navy,MT,lockheed-martin,Calibration Tech Asc,Lockheed Martin,"Kings Bay Base, GA",https://lockheedmartin.eightfold.ai/careers/job/996476302549,96,direct,calibration;Kings Bay;SWS,True,Located at the SUBASE Kings Bay TRIDENT community.,2026-09-01,"Lockheed Martin calibration technician role located at Kings Bay Base, GA — the TRIDENT Refit Facility community — matching the MT calibration and metrology path.",current_posting_snapshot,https://lockheedmartin.eightfold.ai/careers/job/996476302549,2026-09-01
navy,MT,lockheed-martin,Missile Systems Integration/ Electrical Test Engineer - E2,Lockheed Martin,"Cape Canaveral, FL",https://lockheedmartin.eightfold.ai/careers/job/996476277621,90,direct,missile systems;integration;electrical test,True,Missile systems program; clearance typical.,2026-09-01,Lockheed Martin missile-systems integration and electrical-test role maps to MT missile-systems and operational-readiness testing experience.,current_posting_snapshot,https://lockheedmartin.eightfold.ai/careers/job/996476277621,2026-09-01
navy,MT,northrop-grumman,Electronics Technician,Northrop Grumman,"Buffalo, NY",https://jobs.northropgrumman.com/careers/job/1340073540898,88,direct,electronics technician;test;troubleshooting,True,Defense electronics; clearance valued.,2026-09-01,"Northrop Grumman Electronics Technician role maps to MT electronics troubleshooting, repair, and test-equipment work.",current_posting_snapshot,https://jobs.northropgrumman.com/careers/job/1340073540898,2026-09-01
navy,MT,anduril,Calibration Technician,Anduril,"Costa Mesa, CA",https://boards.greenhouse.io/andurilindustries/jobs/5198192007?gh_jid=5198192007,86,direct,calibration;metrology;test equipment,False,,2026-09-01,Anduril Calibration Technician role is a commercial-defense example of the MT calibration and metrology path in our defense_job_listings table.,current_posting_snapshot,https://boards.greenhouse.io/andurilindustries/jobs/5198192007?gh_jid=5198192007,2026-09-01
navy,MT,hii,ENGINEER ELECTROMECHANICAL 2,HII,"Newport News, VA",https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-ELECTROMECHANICAL-2-Virg/1425021900/,84,adjacent,electromechanical;naval;sustainment,False,,2026-09-01,HII electromechanical engineering role at Newport News is an adjacent match for MT electromechanical (electronics + hydraulics + mechanical) experience.,current_posting_snapshot,https://careers.huntingtoningalls.com/job/Newport-News-ENGINEER-ELECTROMECHANICAL-2-Virg/1425021900/,2026-09-01
